rating,cleaned_review
5,The stay was amazing
5,"Hotel wart polecenia. Pokoje bardzo dobre, obsluga rowniez. Maja tanie i dobre jedzenie."
5,"We had a great time staying at this hotel. The staff was super friendly and kind. They went out of their way to help us with whatever we needed. Also, the rooms are spacious and have everything you'll need."
5,Great location - super easy to get around and lots of stuff nearby. The staff were really nice and helpful. Breakfast was surprisingly good too - tasty and plenty of options. Would definitely stay again!
4,"tameruDi Qu niari,Yin Shi Dian yaTu Chan Wu Dian,Yao Ju nadoBu keruFan Wei deDa Ti Yong gaZu rimasu. Bu Wu noGuang sahaChong Fen,sutatuhumoQin Qie desusi,totemokosupanoLiang ihoterudatoSi imasu. 
konoeriaQuan Ti gasoudesuga,Gu iQu Hua noGu iJian Wu worinobesiyonsiteirunode,tonikakuDao Lu gaXia ku,sokowobaikutoChe gaZong Heng Wu Jin niZou tuteirunodehoterunoQian madetakusiwoHu bunogaFei Chang niKun Nan desu. "
5,"meinTong rikaraShao siRu ri,Chang Suo haFen karinikuiga,sonoFen totemoJing kanahoteru. Shou Fu haitumoAi Zan wositekurerusi,hurendoriniHua wositekureru. totemoLiang iGan zinohoteru. Zhao Shi haZhong Lei gaShao naigaShi Fen nareberu. Wai noterasudeShi berunogaosusume. Bu Wu moQing Jie de,siyawamoRe ioTang gaChu masu. 
kozinmaritositabetudodaga,Wen Ti nai. 
Zhong Xin Bu nimoJin ku,Yi Dong moLe desu. 
Ci Hui,Lai rukotogaatutaramatakokoniBo maritaitoSi eruhoterudesu. "
5,"pokaranagarukotutowoXie minagaratotarude5Bo Li Yong simasita. kosupaniYou retatotemoLiang ihoterudesu. sutatuhumoQin Qie deapuridetakusiwoHu buShi moneparuYu denodoraibatonoyariQu riwoQin Shen ninatuteDui Ying sitekuremasita. Quan Ti De nihatotemoLiang ihoterudesuga,Gan eteGai Shan siteYu siiDian woYan uto,siyawawoShi utotoiregaShui Jin sininatutesimaukoto,terebigaintanetutoterebideWu ikotodesu. "
5,"Prekrasnyy otel, zamechatelnyy , otvetstvennyy personal . Chistyy nomer, uborka ezhednevnaya , zavtraki dostoynye : mozhno nayti na svoy vkus) rekomenduyu dannyy otel dlya prebyvaniya v Katmandu ."
5,"Zhi Yuan noJie Ke Tai Du gatotemoLiang i. Ying Yu moChu Lai naiHou Qi Gao Ling Zhe noSi tatinimo totemoFen kariyasukuDing Zhu niJie sitekure,takusinoYu Yue dehadoraibatonoDa tiHe wasenoChang Mian gaBi zuatute Hui Hua gaChu Lai naiSi niDai watuteYu Yue woQu tutekuretotemoZhu karimasita. hoterunoBu Wu hayututarisitetotemoFen Wei Qi gaLiang idesu. Zhao Shi Hui Chang dehaGuan Xie Zhi Wu niWei maretaterasuXi waoQuan mesimasu. Li Di tositehaQi Li narikasiyotupugasuguJin kuniZai ri sokokaraGeng niXing kutoneparuQi Hua noYi Liao Pin yaMin Yun Pin nadonoShang Dian Jie moZai rusi,darubaruGuang Chang yaindoratiyokuniBu iteXing kunimoShi Du naJu Li de situkaritatupuriLe simeruhoterudesu. Sheng kiShen Yang nokumariwoBai ndaHou Yu Yu dehoteruniLi rerunomoLiang idesune. "
5,"We stayed at this hotel before and after a trek, and it was fantastic. The location is great, within walking distance of a bunch of Kathmandu restaurants and tourist attractions. The service was amazing and the staff were helpful and friendly. They helped arrange airport transportation and stored our luggage securely while we were trekking, among other extremely helpful services. They really went above and beyond. I wouldn't stay anywhere else in Kathmandu!"
5,"This really is a gem for the price point.  I would definitely stay here again.  The facilities were fresh and clean.  The breakfast was very good and the entire staff was extremely friendly and inviting.

The location offers plenty of shopping and dining options in the immediate walking area."
5,"neparu4Hui Mu deChu Su Bo. Ri Ben Nu Xing nokutikomigaLiang katutanodeJue memasita. Bo matutemiteNa De. sutatuhugatotemoQin Qie dehurendorideXiao Yan deDing Zhu desu. 
Che noShou Pei yaFei Xing Ji noQue Ren nado,Xi yakaniZhu ketemoraimasita. 
Gu medakedoQi Li nisareteirunodeQi Chi tiLiang kuZhi Zai dekimasu. 
Chang Suo gatamerukaraLi reteirunodesuga,sonoFen Jing kadeLuo tiZhao kimasu. Kong Gang madeYing eniLai temoraetanodeXia iDao noShuo Ming moBu Yao nanogaXin Li De nirakudesita. (tamerunoZhong Xin Bian rinohoterunoChang He,Tu Zhong deJiang rosareteHe Wu woBao eteYi Dong sitaJing Yan You ri)
ameniteihaChi Can woQuan memasugadoraiya,Tang Fei sipotuto,Leng Zang Ku,An Zheng Fan Hao Jin Ku gaarunodeBian Li desu. basutaoru2Mei,Xiao taoru2Mei haLai mebaQu Ti etekuremasita. 
siyawanoWen Du moShui Ya moWen Ti Wu si. tada,toirenoFang madeShui hanesimasu. 
eakonmoXiao kimasu. 
Zhao Shi buyutuhuehasiriarutoyogurutonihurututoFeng Mi gaariXi sikatutadesu. panhaShu Zhong Lei,rentintotosutaYou rimasu. 
Sheng Ye Cai,Wen Ye Cai,ziyagaimoChao me,sosezinadode3Bo sorezoreLe simemasita. 
mayonezutoJiang You Chi Can desuw
berandagaWu ikedoXuan Guan Xie toWu Jie noWai niChi Yan supesugaaruyoudesu. 
Tong riwoChu teShao siBu kutoZhong Hua Jie Hua sitaTong riniChu teShi Shi toMai Wu gadekimasu. 
hoterunoTong riniarublind massage clinicde1Shi Jian 2,200rupinohututomatusaziwoosusumesimasu!
Jin kunineparuFeng Wu Shi,Zao Zhao noJie Jiao tiyaimoarimasita. 
katomanzuniBo maruJi niharipitositaidesu. 
oShi Hua ninarimasita. "
5,Nice location and lovely helpful staff. Hotel photos are a little dated as rooms starting to show signs of needing a good redecoration.
5,"Zhu Su Di Dian Bu Cuo,Zai Shi Zhong Xin,Gong Zuo Ren Yuan Hen nice,Zao Can Ye Hen Ke Yi,Tui Jian Lai Zhu. "
5,"Top notch service and great experience I had here.
They just couldn't provide a recommendation to rent bike but everything was exceptional except one."
5,Comfortable stay in Thamel.
5,Exceptional service with very polite and helpful staff. Very organized and good rooms and nice location. Best place to stay if you are in Kathmandu.
5,"Really nice place to stay excellent hospitality, food were good small but quiet place and peaceful really enjoy my visit there ."
5,"Had an incredible stay here. The location is fantastic and short walk from lots of great sights, restaurants, and bars. But above all, the service was fantastic. Can't wait to come back!"
5,"I had an excellent stay at this hotel! The property is very well-maintained, clean, and truly feels like a home away from home. The staff were incredibly polite, attentive, and always ready to help. The food was delicious, and every meal was a delight. A special mention to one of the staff members who went above and beyond by helping me purchase medicines late at night when I wasn't feeling well. Such acts of kindness make this hotel stand out! Highly recommended for a comfortable and memorable stay."
5,"I had an absolutely wonderful stay at this hotel! From the moment I arrived, the staff made me feel as though I was staying with caring friends rather than at a hotel. They were incredibly kind, attentive, and always ready to help with a smile.

The rooms were spotless, bright, and thoughtfully designed, offering both comfort and tranquility. The hotel is located on a quiet street, providing a peaceful retreat after a busy day.

Everything about my stay exceeded my expectations, and I truly felt at home here. I can wholeheartedly recommend this hotel to anyone looking for a warm and welcoming place to stay.

Thank you to the amazing team for making my trip so memorable--I will definitely be back!"
5,metiyakutiyaQin Qie naonatosutatuhuniZhu keraremasita. Ying Yu moneparuYu moMan Zu niHua senainoninantokanarimasita. arigatou. 
5,Loved my stay here
5,"Best place to stay in Nepal, just inside Thamel and next to mulberry(5-star hotel in Thamel). Outside environment is good, especially the tidy and quiet room, helping me to have a good sleep and stay in Nepal. The highlight of this hotel is the service, very considerate and very friendly people. The most impressive part for me is that Pasang and Rosy are sooooo nice, taking good care of my stay in Kumari, make me feeling like at home. I would say they are professional, kind and always help me a lot. I really enjoy the stay here in Kumari."
5,"katomanzuniXiang siiRi Ben Ren noYou Ren kara,katomanzude1Fan Liang ihoterudatoJiao etemoraiSu Bo simasita. 
sutatuhusannohurendorisa,Jian Wu Bu Wu noQi Li sa,Ming rusa,Kuai Shi sa,Wi-FinoSu Du totemoSu Qing rasiidesu. Zhao Shi haMei Wei siidesuga,Zhong Lei haShao naidesu. demosonnakotohadoudemoLiang kunaruhodoJu Xin Di noLiang ihoterudesita. 
katomanzu9Ri Jian nouti2Bo Ta nohoteruniZhi Zai siteimasitaga,kumaributeitukuhoterugaLian sikunariTa hoteruwokiyanserusitekokoheLi tutekimasita. 

tameruDi Qu noDuan niarimasuga,tameruDi Qu Nei haTu Bu 10Fen Cheng deZong Duan Heng Duan dekimasu. mata,Shao siAo matutaChang Suo nanodeJing kadeKuai Shi desu. minimatomoShi Shi Chu moTu Bu 1,2Fen deSe"" toarimasu. Ri Ben Ren niRen Qi nayoude,Zhi Zai Zhong moRi Ben Ren woShu Zu Jian kakemasita. Ben Dang niosusumenahoterudesu. "
5,"""Kind, welcoming, clean, comfortable, friendly, professionally run, and a joy to return to"". All these are accurate descriptions of the Kumari Boutique Hotel in Kathmandu.
My husband first came across this hotel as we started to come out of lockdown in 2021 and has returned there ever since. I was fortunate enough to visit the Kumari Boutique Hotel twice in 2023 and then twice again in 2024.
On my first visit in October 2024, both my husband and I were ill, having picked up a virus whilst travelling in India. The wonderful owner and his staff could not have been kinder, and on the second day we asked for a Doctor to visit my husband. We are so grateful to everyone for their kindness to us as my husband was quite ill.
The rooms are kept spotlessly clean by the excellent Housekeeping Team and the food in the hotel is also very good. Breakfast at the Kumari Boutique Hotel is one of the highlights of our visits and the front of house team are extremely friendly and helpful. They make you feel like you are the only person staying in the hotel and that nothing is too much trouble.
My only concern in writing this review, is that the hotel will be fully booked next time we visit Kathmandu!"
5,"Zhe Jia Jiu Dian Hen An Jing Hen Gan Jing,Zao Can Ye Bu Cuo,Cong Zhu Jie Zou Jin Lai Liang Fen Zhong Zuo You,Qu Nian Zhu Liao Da Ban Ge Yue,Jin Nian You Zhu Liao Da Ban Ge Yue,Ru Guo Ni Dui Wei Sheng Yao Qiu Bi Jiao Gao,Ke Yi Xuan Zhe Jia"
5,A great place to stay if you like to live close to Kathmandu square. The hospitality is superb and the service was excellent. I was traveling alone but I felt like home with the friendly staff here.
5,"Waren zum zweiten Mal hier. Ein sehr angenehmes kleines Hotel, dass viel Wert auf Sauberkeit, Hilfsbereitschaft und guten Service legt."
5,"Small and cosy hotel situated in a rather quiet corner of Thamel. Large, nice and clean rooms, exceptionally friendly and helpful staff and very fair prices made us come back after 2019 and again we very much enjoyed our stay."
5,2024 Aralik ayinda burada 6 gece kaldik.Otel unlu thamel caddesine sadece bes dakika uzaklikta.Otelin calisanlari cok kibar ve yardimsever.Odalar tertemiz ve ihtiyaciniz olan her sey var odalarda .Sabah kahvaltisi hem Avrupa hem Asya mutfagi olarak hazirlaniyor.Kahvaltida her sey gunluk ve taze.Ayni zamanda otel size gideceginiz turlar konusunda da cok yardimci oluyor .Tekrar Katmandu'ya gelsem hic dusunmem tekrar kalirim .
5,Great quiet location around the corner from the highlights of Thamel neighborhood. Outstanding service and very comfortable rooms. Nice breakfast. We loved our stay here and would choose it again.
5,"Well deserved 5 stars. I stayed here for a couple nights after trekking and it was such a warm welcoming experience. Staff are friendly and literally quick to respond to any and all needs. I asked for a room with sunlight since I might be spending a lot of time resting and got a room on the 4th floor with a gorgeous view of trees and skyline. The room itself was clean, great bed, great water pressure, all needs met. The staff arranged private car transport to the airport for less than other hotels had done for me, and when they realized there was something happening in town which might cause traffic to be worse, they called to let me know so we could leave earlier. Such attention to detail and caring about their guests. Also, there's a luggage scale to weigh which is incredibly helpful. Will stay again when I return to Thamel."
5,"I recently had the pleasure of staying at Kumari and it was an absolutely fantastic experience! From the moment I arrived, the staff were incredibly welcoming and attentive, making me feel right at home. The room was spacious, clean, and well-appointed, with a comfortable bed. The hotel's location was perfect--close to major attractions like Durbar Square and Thamel, yet tucked away enough to offer a peaceful retreat from the hustle and bustle of the city.

I also appreciated the thoughtful touches, such as complimentary water, and the availability of travel assistance for tours and transportation."
5,"We recently stayed at Kumari's and we couldn't be more pleased with our experience. From the moment we arrived, the staff were incredibly warm and polite, they offered us great recommendations for local things to do around. The location of the hotel is perfect and the breakfast was delicious, I looked forward to it every morning lol. Room service was excellent and they also offer laundry services. I would highly recommend it if you're visiting Kathmandu :)"
5,"Susses kleine Familiengefuhrtes Hotel, tolles Fruhstuck und sehr nette Menschen - absolut zu empfehlen!"
3,"Stayed in a suite for 3 nights. Positives were the location, WiFi and staff members. Negatives: Breakfast was not varied or good. 3 bulky chairs in room which made the suite more crowded than anything."
5,"Amazing! The staff are phenomenal, they helped us purchase plane tickets to get us to pokhara, we had laundry done and the rooms are very nice and clean , it's at the end of the alley so you don't hear so much of the noise from thamal! Very nice hotel and I can't wait to come back!!"
5,Et dejligt roligt og hyggeligt hotel lige uden for Thamels kaos. Det har lyse vaerelser og en dejlig stemning. Personalet er hjaelpsomme og meget venlige. Vi vendte tilbage til hotellet flere gange mellem vores udflugter ud af Kathmandu.
5,"Totally well-deserved 5 stars! This hotel is safely and quietly tucked away in a small alley, walking distance to everything Thamel has to offer.

Very friendly and attentive reception and operational staff who make you feel like home. Manager is always around to supervise. Rooms are spot clean and well-designed for functional use.

Highly recommended for a short stay in Kathmandu!"
5,"We stayed there for 4 nights. Starting from checkin to checkout everything was super smooth. The location was perfect, in the thamel area but in a quiet lane. The hotel staffs, all of them, are always smiling and willing to help you to the maximum extent possible. We would like to return here everytime in Kathmandu. Food in hotel is decent. Hot water available at perfect temperature. The breakfast spread was adequate."
5,"Stayed here first two nights in Kathmandu! Can't fault it! Super friendly staff , good service 
Super buzzing markets next door , and loads of nice places to eat. Walkable to Kathmandu square but very very busy buzzing streets as so close to the market. Nice experience before my gateway to Pokhara and trekking :) 
Didn't take many photos , sorry"
5,"Wonderful boutique hotel in the heart of Thamel! I wish we could've stayed more nights it was so lovely. It had the whole package of great value in terms of price, cleanliness, and staff kindness. It was tucked away in Thamel, so it was peaceful, and yet close to everything. Highly recommend!"
5,"This hotel is the best in the heart of the city. The breakfast was delicious, and the room service was excellent. The hotel manager is very polite and friendly, always ready to assist guests with anything they need."
5,"My friend and I stayed in a double twin room. It was clean comfortable and had everything we needed. The staff were so polite and kind. They helped us with all our questions, arranged a private car for the day, and explained Nepali culture. We had a wonderful stay and would definitely go back."
5,"Truly the best hotel I have stayed at in Kathmandu, and in terms of the service, it's the best hotel I've ever stayed at. The staff go exceedingly above and beyond to accommodate, and are extraordinarily polite, gracious, and friendly in their demeanor and treatment. The rooms were cleaned frequently and throughly; the bed was so comfortable, the windows huge and the curtains black-out, greatly enhancing the quality of our sleep. The shower water had intense pressure and could run so hot it steamed the bathroom up in just a short time, while the AC blew frigid cold if we needed it too. The room service food was excellent, with a wide variety, and the included breakfast was both tasty and healthy! But again, it was the staff that made this place amazing. Just as a specific example: One gentleman here brought a heavy piece of luggage all the way down the road to where my parents were staying! That's a favor that was neither for his guest, nor his hotel, that was just him being an upstanding and hospitable person! They have hired the right people here and we are grateful! We will most certainly be back!"
5,"I only stayed here one night but we had a wonderful dinner, excellent service (so friendly!), and had our breakfast packed kindly for an early flight. The room was really clean and tidy, with all the amenities. Would certainly recommend if in Kathmandu."
5,Courteous staff
5,"nice service, great view"
5,"This hotel is very comfortable with amazing staff. The rooms are well climate controlled, comfy beds, nice showers. The restaurant has delicious food at good prices. And the staff are so kind and helpful you feel like you're a treasured guest the whole time. The location at the edge of Thamel means there a little noise still, but much less than in the heart of the Thamel, and minimal street sellers. Yet it's still an easy walk to the Thamel attractions and reasonable enough for taxis to pick up and drop off for further distances. The area is clean and green, a great front porch to relax on with masala tea after a day of exploring. Highly recommend!"
5,I truly enjoyed my stay here. I booked this room to decompress after my 50+ hour trip from the States to Kathmandu before making my way to Dhulikhel. The airport transfer that I arranged with the hotel was a breeze. It's at the very end of the street which can appear a bit scary when walking alone at night but the place itself was beautiful. Breakfast is included and the food was delicious. The room looked better in the pictures but it was still cute and cozy. The staff were friendly and helpful! Would highly recommend staying here.
5,"katomanzu,tameruDi Qu niBo marunarakokohaZui Gao datoSi imasu. Li Di,Qing Jie sa,ameniteinadoRi Ben Ren noQiu merukuoriteiwoQuan teMan tasiteimasu. onanopuramodosanhaLang rakadeQin Qie de,Guan Guang yaMai iWu,Kong Gang Song Ying nadoHe demoQi Chi tiyokuXiang Tan ninotutekuremasu. 
tamerunoXuan Sao karaTao reteLu kaitupainoterasudekuturogunohasutekinaTi Yan desita. 
Dong iteiruFang tatimoGan ziyokute,Ci Hui mokokoniBo maritaitoSi imasu. "
5,"totemoQi Li de,sutatuhumohurendorinahoterudesita. sumahogaHuai retaShi moDai warinosumahowoDai sitekuretetotemoZhu karimasita. Ta nokatomanzunohoterunimoikutukaBo marimasitaga,kokoyoriQin Qie natokorohaarimasen. osusumedesu!"
5,"The staff are very welcoming and helpful, i loved their hospitality! The rooms are really clean, and the food is great! I soo enjoyed my stay since I felt like home"
5,"We had a wonderful stay at Kumari! Our room was very clean and updated with modern amenities and the breakfast (included) was DELICIOUS. The staff was incredibly friendly and helpful and the location was excellent as it was quiet at night while also close (within walking distance) to Darbur Square and the royal palace (both highly recommended). It is also across from a coffee shop with really good coffee! Kumari Hotel is a small, very sweet place to stay and I can't recommend it highly enough."
5,"#beautifull garden
#big space
#service is great"
5,"The environment was wonderfully relaxing and clean, and the staff were very friendly."
5,Hotel with nice ambience. Right in the middle of Thamel which is brooming with life. A tourist shipping area.
4,Eco is a great place for a stay.  The staff is what makes the place. They are so welcoming and helpful.
5,Great place!   Extremely clean rooms.   The area of Kathmandu is nice with tons of shopping areas nearby.  The staff is also very helpful especially Bikash and Rojina.  Would definitely stay again!
5,"The hotel was excellent
Food at the restaurant was great in a pleasant atmosphere
Location was perfect and staff super helpful and kind"
5,Nice and affordable price with beautiful environment 
5,"The staff were incredibly welcoming and helpful throughout stay.

1. Rooms were immaculate and very comfortable.
2. Delicious breakfast each morning. 
3.felt like a home 
4. Special big golden thali set"
5,"1. Special thank you Rojina for excellent service
2. Yummy food and tasty nepali jhol momo
3. Beautiful garden and good hospitality"
5,Courteous staff. Good food.
5,Great
5,"Excellent service. Mohan, Brij, Bhupendra and team were outstanding. Pradip, Risab, Richa and Roji and the kitchen staff went out of their way to make us feel like home. Amazing people."
5,Best hotel in thamel
5,Taken very good care of my son Tom after his mountain experience.
5,Very good
4,Restaurant close early
5,Excellent property with greenery and very polite staff. Comfortable rooms and excellent service
3,Average Room Quality.... Poor food quality
5,"Amazing staff, we were greeted by Samjan, and she took care of us and made sure our room is clean and nicely stocked up. We stayed for a few nights and it was great, beautiful garden and cold beer"
5,"It was perfect eco resort. With friendly ECO behaviour. Well suggested. Specially the ""Sweet Room"""
5,"Nice rooms, great staff and located centrally"
5,Nice
5,"We visit hotel after our Mera expedition, and we were looking for a quite chill place and that was exactly this place. Its relaxing to just sit outside without any street noise...
Food was ok, actually delicous, and important ! : any belly problems :)
Yes rooms could be better but for our needs it was ok (week before we slept in a tents :D )"
4,"Stay at Thamel Eco Resort was satisfactory. Rooms were comfortable. All staff were very welcoming and special thanks to Pradeep. The location was ideal for exploring the near by sightseeing, shops and restaurants, making it easy to get around. I would recommend this property to anyone looking for convenient and comfortable stay in Kathmandu (Thamel)."
1,"I booked a deluxe room for one night on New Year's Eve through Agoda. When we arrived at around 7 PM, the staff (possibly the owner) at the reception informed us that the hotel was fully booked.

He offered us a room in a nearby hotel they also managed, claiming it was of the same quality. However, the other hotel was clearly lower in quality, and the room was much smaller. Later, he proposed a reduced price for this inferior room, but after being misled, we no longer felt comfortable staying there.

We requested a refund, but he insisted he couldn't process it until the next morning. Despite having access to our booking details via the email from Agoda, he didn't seem to check the transaction on his side. He never apologized and even said we were the problem. After 30-40 minutes of discussion, he finally refunded our money in cash, though it was done reluctantly."
1,"Der Standard meines Zimmers entsprach 0 Sternen. Kein Tropfen heisses oder warmes Wasser zum Duschen,  Bettwasche wurde nach dem letzten Gast nicht gewechselt, Haare und Flecken im Bett, Zimmertur zum Innenhof nicht sicher zu verriegeln, unangenehmer Geruch im Zimmer, kein Licht/Lichtschalter am Bett, sehr hellhorig. Dies alles entspricht nicht einem 3 Sterne Hotel in Kathmandu. Respektlos einem Gast ein solches Zimmer fur nicht wenig Geld zu geben obwohl es auch bessere (freie)
Zimmer im Haus gegeben hatte. Allerdings wurden ich darum betrogen. Keine Einsicht, keine Entschuldigung und kein Entgegenkommen von Seiten des Chefs. Auch meine nepalesische Trekkingagentur wurde sehr abweisend behandelt. Schade !
Kathmandu, November 2024"
1,"This hotel is very old ,  I call reception guy to look the A/c  ,He let me wait some hours hours first , ( EXCUSE ) he don't  want to change my room , he give me extra blanket , I book this hotel through Agoda, I request to everyone don't believe the false website Agoda is one of the worst online booking company. How much I pay it is useless , No good service .Around this hotel is one by one best and cheap hotels and good services."
5,It is a wonderful location for both meetings and lodging. Everything is conveniently close by.
4,"An oasis, in the heart of the controlled chaos, that is Kathmandu.  Its strongest asset is the hard-working staff. Who do all that they can to make the experience worthwhile."
2,"Pozaproshlom godu ostanavlivalis v etom otele, ponravilos. Reshili ostanovitsya v etom godu snova. Otel stal zametno huzhe. Eda srednyaya, v nomerah byla ne pomenyana postel. Pravda kogda poprosili pomenyat. Sdelali uborku nomera i pomenyali. V tualetnoy komnate  tozhe bylo ne ochen chis
to.

Personal vpolne dobrozhelatelnyy. Edinstvennyy plyus eto mesto raspolozhenie otelya. Takoy malenkiy oazis v centre Tamelya. Vnutri nebolshoy sad.
V itoge my pereehali v drugoy otel."
3,Rooms are rather basic but clean and functional. Not exactly 4 star but reasonable.
1,"The only good thing about the place is that it is located in the heart of the market. It is surrounded by dance bars, so if you are from a reserved culture you may not like staying there. We booked a suite but it was nothing to the expectations. The TV was hanging, looked like it was about to fall. The bathtub gave my kid boils which took 5 days to clear. Also the water from bathtub came in entire bathroom as the outlet was not connected to drainage. The hotel staff was polite but the hospitality was very poor. The room had the smell of alcohol and cigarettes. The breakfast suitable for US tourist, but they made also paratha on request for us. We got cheated in paying more for the room."
5,The hotel room and services were great.We absolutely enjoyed our stay in the hotel .The location is also good
5,Stayed thrice. A very pleasant experience. Good service. A beautiful garden courtyard to relax and chill.
3,The staffs are very welcoming and sincere. The bathrooms were clean but the flash was not working. They can definitely improve the quality of the rooms.
5,Calm and peaceful place
5,"Polite staffs behaviour, peaceful environment.."
5,"Di Dian Zai Re Nao De Tai Mei Er Di Qu
Lu Guan You Ge Xiao Zhong Ting,You Zhong Bie You Dong Tian De Gan Jue. 
Wan Ban Gui Tai Shen Ye Hui Jiang Da Men Suo Shang,Hen Ti Tie. 
Fang Jian Lue Jiu,Jia Ge Suan You Shan;
Yuan Gong Du Hen Qin Qie You Li,
Suo Yi Wo Jue De Ke Yi Chang Shi. "
5,"What a surprise this place is! A real ShangRiLa in a busy city! My new home away from home! I'll be back again soon! 

""back again soon""?  This is my THIRD time staying here!  Thamel Eco Resort staff remember my name, my likes, and my style - They've gone out of their way to accommodate a cranky old man!

The resort is hidden behind the main street (a bit hard to find - you guys need a new sign!)  But once you're here, you'll love the two gardens - the always on duty staff, and the serenity one needs after battling with the street-life of Kathmandu.  I hardly feel like I'm in Kathmandu as I write this review -

Convenient shopping for gifts and necessities right outside the door.  I'm now looking for an opportunity to return - maybe become a live-in resident for a while!  Great place!

Need a refreshing beverage, or something to eat?  Bishal will see to your needs.  Anything else, Nabin will take care of you!"
3,"Zao Can Hen Hao Chi,Fang Jian Mian Ji Huan Bu Cuo,Dan Shi Dian Yuan Cha Zuo Bu Fang Bian,Di Li Wei Zhi Hen Hao,Zhong Jian You Ting Yuan You Shi Hou You Dian Chao Nao,Chuang Lian Zhe Guang Xing Bu Qiang,Wan Shang Fang Jian Wai Mian Qi Ta Ren Zou Lang De Deng Guang Hui Zhao Jin Lai. Zao Shang Wu Liu Dian Zhong,Ji Jiao Liao,Ma Que Jiao Liao,You Xie Fang Jian Kao Jin Ge Zi Xiu Xi De Di Fang,Ge Zi Ye Hui Gu Gu Jiao. Wei Sheng Jian You Shi Hou Hui You Mi Ni Zhang Lang,Wo Zhu Liao Hao Ji Tian Fa Xian Liao San Zhi. Xing Jie Bi Yi Ban Ba,Ru Guo Neng Geng Bian Yi Dian Jiu Hao Liao,Zhe Ge Jie Ge Neng Zai Yue Nan Xian Gang Zhu Si Xing Ji Jiu Dian Liao. "
5,"I booked online,when I reached they offer me another hotel , name yellow pagoda ."
5,"Esta en una buena zona y es un lugar bastante tranquilo,  nos encanta relajarnos en ese pequeno jardin,  nos han tratado genial."
4,Room is a little used and the rest was nice.
3,The location is great as it's in the middle of the market but the rooms were bad. Rooms have a sewage smell coming from the bathroom. I stayed there multiple times and all the rooms were like that. It has no elevator either. It's like you get what you pay for. We didn't have a choice for the hotel as it was part of our tour to EBC.
5,Awesome place to Dine in 
5,"Great Budget hotel, in the main market, staff is so friendly  Love from India"
5,An amazing place to stay . i like my stay here . everything is good ..and staff are very friendly and kind .Big shout out to Roshan And AJAYA very nice guy . clean and peaceful environment . highly recommend this hostel..number 1 in ktm.
1,"Had good experience just at the end a bad one, the receptionist took extra charge for some things that could be wash off there were no any damages done on the room just some stains this made the way i looked at the hotel ruin was planning to go with my family friends"
5,"i am staying here for a week and this is an amazing place to stay .i like my stay here that's  why i am going to stay here for long and staff are very helpful and kind ...special shoutout to AJAYA who helped me with everything ..perfect place for backpackers ..highly recommend
really love my stayhere.."
3,WifiQi Chai
5,Good
5,"I was staying in alobar1000 hostel more than 2 months and I can say that with 100%  confident This is the best hostel in Kathmandu..you can come here and you can experience vibes or everything.. This is the perfect place , very clean and comfortable..staffs are very kind and helpful and special thanks to AJAYA .
# Highly recommend
THE BEST ALOBAR1000 HOSTEL"
5,Best hostel of Kathmandu with swimming pool and chilll public areas....THE BESTEST WOW 
1,"This is the pathetic place.
Don't come here.

People are not supportive here.

Ajay receptionist is a person who consider himself as a owner and treat you badly.

No fans, no curtains, no cleaning."
1,"Bad hostel in terms of service.
No curtains, no fan.

Ajay receptionist is very bad person.

Room service is very bad
On request they don't provide fan also."
1,"Don't provide fan
Very bad hostel
Don't book.
Reception person Ajay is not co-operative."
5,Great hostel! It was clean and well-maintained. The pool was refreshing and the restaurant had a nice atmosphere with good food. Staff were friendly and helpful. Definitely recommended for anyone staying in Kathmandu.
5,"Highly recommend
Friendly and Best for stay"
5,Very clean. The pool was great. The front desk AJAYA  was very attentive.
5,"5-Star Experience at Alobar 1000 Hostel - Thamel

I had an amazing stay at Alobar 1000 Hostel in Thamel, Kathmandu, and would 100% recommend it to any traveler looking for a budget-friendly yet comfortable place with a great vibe!

From check-in to check-out, everything was perfectly on point. The staff is super friendly, helpful, and always smiling. They make you feel welcomed the moment you step in. The atmosphere here is warm, social, and filled with positive energy -- perfect for solo travelers, backpackers, or even groups.

 Clean rooms and bathrooms, hygienically maintained.
 Comfortable beds with clean linens.
 Common areas are vibrant -- perfect for relaxing, working, or meeting fellow travelers.
 The rooftop restaurant offers great food at reasonable prices with a chill ambiance and stunning views.
 Wi-Fi is strong and consistent, which is a big plus for remote workers.
 Location is prime -- right in Thamel, yet peaceful enough to enjoy a good night's sleep.

Only one minor issue -- the room had just a fan, which wasn't enough during the hotter parts of the day. A ceiling fan or better ventilation would make the room experience perfect. But honestly, with everything else being so well-managed, this was hardly a dealbreaker.

Overall, Alobar 1000 offers more than just a stay -- it offers an experience. Great people, perfect location, good food, and clean spaces. I'm truly grateful for the hospitality and the memories made here.
Ajaya was absolutely good in hosting
Highly recommended. Will definitely return!"
5,"Amazing people.  Place very clean, Easy Life.  I came and Will come back again."
5,bestest
5,i like this hostel very much.this hostel is very clean and beautiful.and I got some friend with here. Like Ajaya he is very kindly.if you want live there.you can call Ajaya
