Review,Sentiment
worst dining experience in kathmandu poor management staff overpriced subpar nepali food and bait and switch no dancemusic we were so excited to have a traditional and cultural nepali experience since we were visiting from new york we prebooked this restaurant so we could see nepali dancing and music after driving hour through peak traffic for our pm reservation we come to realize that the restaurant management had seated us in a room where the tourism association was having a business meeting with members the dancemusic show was supposed to promptly start at pm however when the entertainers came on the tourism association members insisted the entertainers not perform we expressed our dismay with the staff and senior management team they failed to make any attempt to remediate the situation i spoke with senior management members and all they could say was sorry this whole situation could have easily been avoided if the management had put the tourisim association in a private room or sat us in a separate room to begin with a restaurant we had high hopes for was beyond disappointing please note that this restaurant is expensive by kathmandu standards save your money and support a local restaurant that actually appreciates and values its customers the courses we tried before leaving bhojan griha midway through were lackluster the momos were dry the popcorn was bland and lthe soup was lukewarm the lack of respect they had for their customers was appalling the irony of it all was that the tourism association bullied the tourists into leaving the restaurant and ruined our tourism experience of kathmandu,Negative
best fine dining restaurant with live cultural performances and traditional ambiance feels like star traditional restaurant in town,Positive
bhojan griha is situated within a lavish palace exuding an aura of luxury and grandeur reminiscent of a mythical and cultural treasure trove stepping into the theatrical hall guests are greeted with gentle murmurs from the courtyard setting the tone for a sophisticated dining experience the staff warmly welcomes patrons with delicate gestures adding to the anticipation of what lies ahead the highlight of the evening is the mesmerizing display of cultural dances and songs adding a unique charm to the dining affair the culinary offerings are equally delightful inviting guests to savor each dish with joy the impeccable service of the staff enhances the overall dining experience leaving a lasting impression of remarkable hospitality the restaurant owner personally engages with guests ensuring a familial atmosphere where everyone feels valued and cherished spending approximately two hours in this enchanting environment feels akin to losing oneself in a cultural village both foreign and local tourists seeking an unparalleled culinary and cultural experience the restaurant may seem pricey at first but the value offered in terms of service unlimited food and cultural entertainment surpasses any initial cost concerns its truly an exceptional package deal leaving patrons longing to return for more thank you,Positive
i recently dined at bhojan griha and regrettably my experience was far from pleasant despite the steep price of the thali set which costs around equivalent to rs the quality of the food was profoundly disappointing firstly the taste of the food was abysmal each dish in the thali set was either bland overly salty or lacked freshness for such a high price one would expect a wellprepared and flavorful meal but this was certainly not the case the overall quality of the food left much to be desired secondly the service was incredibly poor when ordering the thali set one would expect all items to be served together allowing for a cohesive dining experience instead each staff member brought out only one item at a time this disjointed service meant that by the time i received the final item of my thali set i had already finished the rest of the meal this not only disrupted the dining experience but also showed a lack of coordination and efficiency among the staff on a more positive note the restaurant does offer a cultural dance performance which adds a lively and entertaining atmosphere to the dining experience the ambiance is enjoyable and if you are interested in the cultural performances it might be worth a visit just for that however it is evident that bhojan griha primarily caters to foreign tourists the focus on ambiance over food quality and service is apparent if you are looking for an authentic and satisfying dining experience i would recommend looking elsewhere in summary while the cultural dance and atmosphere are commendable the poor food quality and disjointed service at bhojan griha make it a place i would not recommend for a meal save your money and dine at a restaurant that prioritizes both taste and service,Positive
the food was amazing we had a few traditional nepalese food in other restaurantsbut this was another leve the food was great the place is original and well maintained my wife and i had a great night and extraordinary experience highly recommend also the dessert was out this world,Positive
the experience was good and deliting,Positive
excellent food and service very nice show with music and local dancing recommended,Positive
few things off about the place the owner one manager maybe and a bartender these three people i have never seen smiling or welcoming other staffs are great and very welcoming except the three individuals,Positive
nice place and best services,Positive
bhojan griha in dillibazar offers a mesmerizing journey through nepali culture and cuisine from the moment you step in the impeccable service sets the tone for a memorable dining experience the enchanting cultural dances transport you to the heart of nepals rich traditions what truly sets bhojan griha apart is the personal touch one of the staff members and even the owner took the time to showcase the intricate paintings and share fascinating details about the place its not just a meal its an immersive cultural adventure highly recommended for anyone seeking authenticity and hospitality in the heart of kathmandu,Positive
what a wonderful evening incredible food such attentive serving and the most beautiful nepali entertainment thank you so much next time were in kathmandu we will return,Positive
loved the ambience waiters were too occupied due to which they were in rush while serving trust me nepali cuisine is far tasty than what they are serving please improvise your food,Positive
this is the ultimate nepalese traditional dining experience housed in an old traditional nepalese building the restaurant offers traditional thali accompanied with alcohol music and dance the place is on the expensive side but truly value for money the food is tasty clean and flavorful at the same time and the plate be replenished till your hunger pangs are satisfied the staff is extremely polite and efficient the owner of the restaurant will come and talk to you while you dine to make it a more personalized experience i highly enjoyed the music and dance as well definitely will go back to this place in my next visit to kathmandu given the demand it is recommended to have an advance booking,Positive
good ambience mouthwatering nepali delicacies along with cultural dance from various ethnic groups of nepal on heart of kathmandu with historical significance,Negative
for an unparalleled nepali culinary adventure combined with mesmerizing cultural performances look no further discover the rich history within these walls and uncover their fascinating stories,Positive
a traditional nepali restaurant with traditional food dances and music,Positive
environment is nice specially the different nepali danceslot can be improved in menu menu was completely unsatisfactorymenu needs to be really managed,Positive
the food was average the rice was not properly cooked will not recommend to waste time and money at this place,Positive
it is a very special experience i definitely recommend to go there if you want to see sink into the traditions of nepal,Positive
i love how one can experience the nepali culture here the service and atmosphere was amazing friendly staff i would go back again,Positive
the service ambience and food were amazing best dinner we had in kathmandu the live music and dance between courses was very enjoyable,Positive
we went as a group of four based on a google search that turned up this restaurant as a promising candidate for nepalese cuisine the online menus we found seemed good and so we agreed to meet up for dinner we found a restaurant owned by a passionate foodie and advocate for nepali culture there was a prix fixe menu that included several appetizers soup mains rice wine and dessert in addition to a drinks menu we were offered vegetarian substitutes for the two meat dishes chicken curry and a mutton curry if desired there was also a band playing nepali instruments along with dancers highlighting local dances from different regions as the final dance was winding down we were offered coffee or masala tea we came for dinner and were treated to an excellent meal and much more they recently reopened after being closed for a while and were glad we found them worth an evening when youre in kathmandu,Positive
great food great hospitality,Positive
kathmandu visit for me is always food and sight seeing a place for me to relax this city has the history history of the country kings culture and many more this time i was fortunate to visit this amazing place bhojan griha if i translate word by word it is bhojan meal griha homehouse the restaurant used to be a palace once upon a time so you are ideally in a royal palace enjoying a royal meal in a royal way shaahiiandaaj the meal served and the way it is served is royal you have to experience it to feel it it is for sure a must to visit try while you enjoy your meal you will enjoy the live music a group of talented artists playing the traditional nepali musical instruments many traditional dances are performed the food is served in bronze plates bowls which is a traditional way of serving in nepal travel explore food nepali culture tradition royal palace,Positive
must try sweet curd with coconut and dry fruit desert,Positive
best cozy place to be in kathmandu with family where you can enjoy food and culture all those music and dance showcase from every part of country is wow foods are great with great taste and presentation dont try in house drinkalcohol if you are non drinker that will make you drunk but taste yummy check out pictures of food and small glimps of the restaurant,Positive
had a memorable experience here good food good service with nepali cultural dance,Negative
dalbat byl ne luchshim v katmandu odnoznachno vnutrennee ubranstvo restorana kraynekrayne skuchnoe no podacha podgotovka servis ideya s narodnymi tancami vecherom no tolko ideya ne ispolnenie velikolepno v obshchem restoran na odin raz v kachestve razvlecheniya dlya turistov otlichno prihodit syuda snova sovershenno ne hochetsya skuchno odnoobrazno,Positive
loves the dinner programme,Positive
very much enjoyed dinner performance and atmosphere at bhojan griha mr bharat was very warm and hospitable looking forward to returning,Positive
we visited bhojan griha as a couple and enjoyed a lovely evening the staff were very welcoming and charming throughout we had the set menu for usd pp which provided a great variety of food all this with traditional dancing taking place for our entertainment a memorable evening,Positive
what an exhilarating experience i was stunned by the overall experience of this place it was worth spending time with family one of the top restaurants of katmandu everyone visiting nepal should try this pkace our server tamang debendra was a delight to be with he is an ideal assistant in a restaurant love this pkace,Positive
good vibes but slightly expensive nepali culture will show there but what i feel if you are coming in kathmandu as tourist you can go,Positive
nice ambience good food,Positive
excellent servicefantastic nepalis food and great performers nepalis show of dancers and musicians absolutely must visit on kathmandus map,Positive
me encanto me gusto mucho la cena el lugar y el show bailaron varias veces y con instrumentos locales es muchisima comida y con sabor super local el postre de yogurt me encanto tmb al final te ofrecen te o cafe muy completo el menu ademas celebramos el cumpleanos de mi papa y super lindos los del show le cantaron hbd y le dieron un regalo de aqui llegamos pm aunq nos habian citado pm pero con el trafico y caos de la ciudad no se sabe lo bueno esq te reciben desde que llegas y salimos pm todo muy limpio si vuelvo y lo recomiendo,Negative
outstanding atmosphere different ethnical group dances and songs welcoming raksi shots delicious dal bhat with as many refills as you want will remember the mutton stew served with it perfect to take a group of foreign friends to discover nepalese art de vivre,Positive
great place to experience nepali culture and food great service,Positive
a little more expensive than the food supply,Positive
good hospitality good food and good atmosphere its a great place to have dinner with family and alongside you can enjoy different cultural dance everyone is friendly and i really love the place,Positive
a must do when in kathmandu best best and dining experience in the cityvalley,Positive
beautiful ambience but worst food in kathmandu nothing is tasty here everything is fantastic except food taste,Negative
a fantastic experience,Positive
a gem of a place loved it and the hospitality was top notch,Positive
bhojan griha is the best and most beautiful event place to go to for a cultural and entertaining evening in kathmandu delicious nepali food is served while dancers perform traditional dances from the different regions of nepal and it is worth mentioning that the owners make sure their staff is treated and paid fairly which shows the service is excellent and the overall atmosphere very warm and welcoming we had such a wonderful evening,Positive
wonderful experience authentic nepali foodmemorable hospitality quite an experience,Positive
excellent service clean place delicious food and romantic vibecalm environment if you are in nepal and looking for an authentic foodcultural experience this is the place,Positive
tres belle soiree dans ce restaurant ou nous avons ete accueillis comme des rois le menu est delicieux et le repas est rythme par des danses traditionnelles parfait pour avoir un apercu des specificites nepalaises,Positive
tras dias en katmandu este ha sido el mejor restaurante que hemos probado en la ciudad la comida tradicional es exquisita el trato inmejorable el espacio muy bonito y la experiencia de la musica y el baile en directo muy interesante ofrecen un menu y precio fijo una muy buena solucion para el turista se adaptan bien a diferentes intolerancias alimenticias en nuestro caso varias,Positive
excellent nepalese experience food and entertainment were great,Positive
extraordinary place awesome athmosphere terrific food,Positive
un restaurant incontournable a katmandou manger comme un prince dans son palais,Positive
we came as a group and enjoyed the food and the entertaining music and danco very much for me i would to have more information about the dancing,Negative
looking forward to experience nepalese food and enjoy the cultural folk music then bhojan griha is the best destination for you the ambience is itself a special package for you the sitting arrangement food and service are at its best to give you nepalese food culture experience the live cultural performance is the best part of this place as a tour managerguide i would highly recommend this to my foreign clients,Positive
one of the best place have ever visited food is great and service is great even the small details my best place owner is also very friendly and kind thank you,Positive
amazing cultural experience little nuggets of nepali different groups with dances from sherpa to tharu culture food is typical nepali food the atmosphere is clean tidy neat with cultural touches loved it,Positive
fun place with traditional food and dance,Positive
ambience is quite good the nepali cultural show is quite a good one but the food is not at par with normal thakali restaurant in town i felt the due to excess use of spices the food tastes numb also the single thali cost which is quite an expensive in nepal and little improvement in service time given the premium amount paid is necessary,Positive
best food nice ambience best place for family one time off course we have to come here,Positive
great authentic nepal food and traditional dance performance,Positive
delay service,Positive
one of the great traditional nepali cousine restaurant the song and dance are added attractions the food is good i would recommend this place to anyone who comes to kathmandu,Positive
the cultural dance show along with the lunchdinner is the main highlight of this place had a refreshing experience,Positive
a mesmerizing journey of flavors and culture the fine dining was superb and the cultural dance and song performances were enchanting a mustvisit experience,Positive
immersive cultural showcase paired with exceptional dining the dances songs and food combined for an unforgettable evening highly recommend,Positive
an exquisite blend of fine dining and captivating cultural performances the delectable cuisine harmonized with mesmerizing dances and songs creating an unforgettable experience truly enchanting,Positive
its a great experience the ambiance is very welcoming and charming amazing food and service with great traditional songs and dances,Positive
fine dinning experience with good environment and traditional dance and song love to visit again,Positive
best place for royal dining experience with cultural dance,Positive
nice place to come sit and have your dinner enjoy some local nepali music the dinner price is expensive,Positive
superb experience but be sure to tell them if u r a pure vegetarian about ur preference s,Positive
a must try if you are ever visiting kathmandu i was here for dinner with my study abroad group and the food was delicious and the staff members were very wonderful the cultural dances were also beautiful and so enlightening to see i recommend everyone to try this place out,Positive
it was a gr experience to watch different traditional dances while having an authentic nepali dinner the staffs are nice i will recommend this place highly keep up the good work bhojan griha,Positive
if you are in kathmandu its a must to visit,Positive
very memorable services are provided here serene and lovely,Positive
good place for dinner with family and friends,Positive
enjoyed a lot the troop of dancers were too good,Positive
un vrai plaisir de decouvrir ce restaurant a katmandou avec une cuisine typiquement nepalaise une tres bonne ambiance,Positive
best dal bhat in town and great authentic nepali dances with music during the evening i can definitely recommend,Positive
dining with live music and dance had an wonderful experience overall authentic and organic nepali food tasted like homemade with love having less spices the cultural dance added more enjoyment to the dining highly recommended,Positive
erg lekker eten een super leuke ervaring met traditioneel nepalees eten muziek en dans zeker een aanrader,Positive
venue un peu par hasard jai trouve des gens sympathiques et serieux une cuisine pleine de gout et soignee et une intervention musicale traditionnelle avec un ensemble de danseurs et de musicienschanteurs le prix est acceptable aux vues de la prestation je recommande au moins une fois en venant a katmandou,Positive
amazing food like a good homestyle country savory dinner with fine dining,Positive
amazing cultural experience highly recommend,Positive
it provides an authentic nepalese experience so i recommend to friends from abroad for nepalese itself prices are on the expensive side and food is what we eat daily so for experience it would be fine for foreigners to know nepalese culture in a summary this will be a good place to start with,Positive
best ambience and great food perfect to taste real newari food very hospitable people want to go again,Positive
it was an excellent experience and great hospitality in a beautiful building the food was amazing their phylosophy was reflected in every dish a must to visit in kathmandu,Positive
nepalska restauracja z klimatem i tradycjami ogolnie bardzo nam sie podobal caly wieczor swietne jedzenie male porcje przekasek pozwolily sprobowac wszystkiego glowne danie dal bhat bylo rewelacyjne deser i napoje rowniez bardzo dobre czas umilaly spiewy i nepalskie tance zdecydowanie polecam,Positive
i enjoyed watching the dance show and the staff is nice,Positive
good dinner with nepali culture,Positive
beautiful food a lovely host and it was fantastic seeing the dances and music great place,Positive
i loved bhojan griha and highly recommend this special restaurant i wanted to try something authentically nepalese and was in for a major surprise bharat basmet the manager has transformed one of the royal properties into this fantastically charming restaurant want to be treated to an authentic royal dining experience then this is the place to go i had three waiters complete with nepalese traditional costumes serve me a multicourse meal spiced potatoes chicken momo dumplings bean soup meat dal rice diverse small servings of deliciously seasoned vegetables desert drink and coffee the usd i paid was worth every penny i was told that i ought to have come after pm in order to experience nepalese cultural performances thank you mr basmet for a unique and memorable experience in kathmandu,Positive
if youre looking for authentic nepali food folk music and dance than this is the place visited this place with my friend who is vegetarian and we both loved the food nepali rice wine is must and you can refill n number of times,Positive
overall is okay for amazing experience of nepalese food,Positive
dance live music and food was great enjoyed our time i only wish the owner wouldnt have stood next to us and pressuring us to leave a comment it did creep us out a bit,Positive
one of the oldest restaurants in nepal with authentic local food and nice ambience,Positive
authentic nepali food and atmosphere at an excellent price,Positive
the best authentic nepalese restaurant in kathmandu food was so delicious in small portions so that we could taste everything music and dance during meal was fantastic price was average staff super friendly and professional cant recommend enough,Positive
centrally located huge space it is very good for traditional nepali food and cultural dance,Positive
wonderful spaciously attractive nepalese place,Negative
perfect food and hospitality,Positive
es un sitio que no dejara a nadie indiferente es un palacete antiguo reconvertido en restaurante especializado en grupos de turistas con espectaculo de folclore local en vivo increible de ver ademas se puede degustar comida tipica nepali deliciosa no os lo perdais si visitais el pais,Positive
good party venue,Positive
restaurantbesuch mit musikeinlage das historische gebaude hat zum zeitpunkt unseres besuches kein dach besessen ein teil war mit plastik gegen nasse gesichert ein teil war ungeschutzt,Positive
authentic nepalese cuisine and cultural experience,Positive
too expensive for nepali people,Positive
cute cultural dancingboring g foodfelt like a high school event,Positive
so good,Positive
good food and amazing entertainment,Positive
one of the must visit places in kathmandu good performance with traditional nepalese dances good food and miracle atmosphere will make you to go many years back to the nepalese history,Positive
environment was blissful but foods were bland and overpriced,Negative
great food and great enironment anyone would love it,Positive
good food in a lovely ambience the rice wine does pack a punch,Positive
good entertainment great food,Positive
been here a few times the food is traditional and very good great atmosphere best with a group of people the traditional music is good,Positive
excellent,Positive
great new experience dinner place culture dance are very nice and beautiful,Positive
very nice not spicy nepali food,Positive
nice food and great place,Positive
one who want to taste the nepali flavor thali watching local dance should certainly visit the place though its slightly expensive,Positive
a complete experience to authentic nepalese cuisine and hospitality a must visit for first time travellers to kathmandu the food and service food served with local homemade rice wine love the place,Positive
mtaam ryaa fyh fnwn shaabyh nyblyh tnwlt fy taam nbty faal ysthq lzyr,Positive
best nepali restauran in town,Positive
this place is a time travel it is like going to an early th century building to have the most authentic nepali food while the music and dances go on simultaneously let me tal about few good things good pre historic ambiance cultural dances authentic nepali food of rice lentils the server was very hospitable the nice gesture of putting blessing on forehead at the entry some suggested improvement only one service attendant serving high pricepoint this place is a very good place for family dinners dinners for foreign guest however i advise you to check your pocket before you go to this place nevertheless for the service venue the experience the price as well is set right,Positive
loved it,Positive
jian dan nari ben yu wohua sukotogadekirusutatuhumoimasu liao li momei wei siidesu,Positive
one of good nepali cuisine dinery in a big and historical palace with great view along with nepali cultural live programmes enjoy veg nonveg drinks bon appetite visit nepal,Positive
anazing place nepali culture,Positive
for athentic nepali meal in traditional setting with diverse range of cultural dances,Negative
the worst and mist expensive so called classical and cultural food restaurant,Negative
a nice traditional nepalese experience with traditional food and dance food and service is good,Positive
traditional musical performance and nepali cuisine offered in a rana era building which used to be the personal home of the kings priest both music and food are awesome,Positive
perfect,Positive
great traditional nepalese food and experience is definitely worth a visit,Positive
ha sido increible venir recomendados a este restaurante nepali de comida tradicional es toda una experiencia con musica y baile en vivo y un menu degustacion delicioso sin duda recomiendo a la gente amante de descubrir restaurantes que se apunten a este para conocer mas de la cultura nepali,Positive
its a totally different experience the monent you enter the place youll feel like you are in a different time the place the building architecture the way they serve and the way they entertain us are unique its worth it going to this place once in a while food is not extraordinary so stars but you should visit this place since its not just about the food but about the whole new experience,Positive
a unique place for traditional lunch dinner and events,Positive
i visited bhojan griha on rd july based on the rating of the place this review is therefore a review on what to expect if you visit the place i was escorted from the gate to the steps that take you up the restaurant which kind of felt nice the setting upstairs was decent and the large open window meant that there was decent fresh cool air circulation i was asked to take off my shoes and followed the waiter water was served in brass glass and i knew it was going to be a traditional meal i washed my hands in a small mens room and the small washbasin was also made of brass outside there was a short veranda which lead to another room where one person was sitting on a duvet on the floor and giving an interview if you were to have lunch in that setting you would be sitting on the floor i was in the adjoining room where the chairs were low and so were the tables but i was not sitting on the floor the water came and gave me a set menu which at usd appeared high to me in any case i asked for the ala carte and wasnt disappointed as he reluctantly even if politely produced the menu card i ordered mixed vegetables and dal along with two chapati i also ordered a fanta the food when it came was once again served in brass ware and was fresh the fanta was served in a glass and was without fizz probably they use large bottles to save costs but this is not a cheap place so the saving is in poor taste because when you pay more you notice the descrepancies more the food tastes good and was freshly made no one asked to switch on the table fans and i just ignored the minor amiss here the waiter appeared just as i was finishing and asked if there would be anything else i requested for the bill the bill when it came struck me as slightly odd there was a service charge but the waiter was in any case hanging around waiting for more the vat was on both the basic bill and the service charge which was a bit odd i left some small tip not to disappoint the poor man who probably doesnt even get the service charge the bill was over usd which is clearly a lot for normal nepalese cuisine even if in a decent setting i am going with star,Negative
good environment,Positive
access is difficult,Positive
too bad service,Negative
it would be a lot better if we could atleast choose a menu one set of courses is just not done not to mention the price is expensive as hell,Positive
best place to enjoy nepal cultural dance and music with nepalese food,Positive
very nice environment good food and entertainment,Positive
amazing,Positive
the dinner is a set menu and we found the food to be just average they have traditional nepali folk dances till pm which was an attraction at npr per person we also did not find value for money spent the menu specified rates usd plus service charge per person rates mentioned only in usd,Positive
such a great place loved it,Positive
thanks again i was just the same,Positive
one of the most warm and welcoming places in kathmandu its a must visit place with delightful and ethnic nepali cuisine god bless them all,Positive
great food with rich in culture and traditions from food to service must visit very entertaining along with a food trail,Positive
great place we had big family group probably around people but the accommodation was great the cultural event was something i enjoyed so much they served snacks and dinner with cultural event in between so you can plan or long event i liked the food as well including the main nepali khana it tries very neatly to highlight the historical and cultural aspect of nepal would recommend anyone going with their foreign friends and family for this event,Positive
well but much expensive,Positive
serves typical nepali food really liked the taste of the food with which i was served recommend,Positive
overhyped food is very average service is good,Positive
amazing local food and entertainment,Positive
good food fun entertainment,Positive
go and get the new experience,Positive
el espectaculo muy corto la comida no esta mal pero el precio es abusivo ademas el local esta perdido,Positive
good food but somewhat dear i think its worth it at the end,Positive
nice plae for pure nepali food,Positive
food quality was good but overall a bit expensive the cultural program was good but there is ample scope for improvement,Positive
good for authentic nepali food,Positive
nice experience trying local nepali food and dance,Positive
this place is so historic and gives a bit of some royal vibes also the khana is pretty delicious here,Positive
nice place,Positive
really beautiful nepali dancing and music its pricey at usd per person but worth it for the good food and dinner show good wine too,Positive
excellent place for authentic nepalese food with dance,Positive
ancient place of juddga ssmshera jbr,Positive
good place for eating,Positive
overpriced and overlyhyped the staff is only offering the expensive set other ala carte is not available i guess they only want us to eat the expensive food the place is not as described will not recommend might as well go to other more local place for better taste and definitely better for the pocket well the building is instagram worthy but maybe need some maintenance,Positive
offers custom menu good for groups high end place,Positive
overpriced restaurant per person when you can have much better food for anywhere else or even in the street the food was ok not fantastic not horrible the dances where entertaining but ibwojld still not recommend the place,Positive
excesivamente caro y la comida deja mucho que desear,Negative
this is one of the best neplease food items restaurant quality food is offered in reasonable price all types of neplease foods are available here a lot of foreign people come here to taste neplease quality foods price is little higher good furnishing calm environment plz visit this at once,Positive
tres bien,Positive
and it was an amazing experience loved the expression of traditionality infused with the cultural perks over all a must place to be cosy and simply enjoy nepal,Negative
nice place to get something yummy and really intresting place loved it,Positive
what a cultural experiences they have to offer must visit restaurant in kathmandu,Positive
good ciltural dance good wasnt wow compared to other authentic nepali cuisine,Positive
excellent but very expensive not worth the value,Positive
it was good,Positive
good nepali food in town,Positive
nice historic eatery of kathmandu but beware halal according to then is no pork,Positive
healthy choices cleaniness and hygiene bhojan griha dilli bazar kathmandu,Positive
tipical nepali place to hang out especially for foreign people and also can enjoy different nepali cultural dance program with best nepali cusine,Positive
nice nepalies resturent,Positive
its is a traditional restaurant great for family time and meet ups with the facility of entertainment,Positive
like no other place,Positive
great place for a nepali style dinner along with awesome diverse cultural performances throughout your meal make sure you reach around pm to catch all the performances,Positive
just nice but need to know your style of seating because if you are there for the first time you might not feel the comfort in seating but in fairness they have so many seating options i believe this is best among several nepali restaurants in kathmandu that feature cultural dances and original nepalese food i enjoyed the place the food the performance and above all i had a good company a night to remember,Positive
good authentic nepalese food and entertainment,Positive
a great experience with full of nepali traditional food music and dance a bit expensive side byt its worth for a change highly recommended with prior booking as most of the time its pack with foreigners,Positive
traditional local food beautiful building excellent service nice folk music and dance,Positive
lovely food and awesome service,Positive
too pricey for the average food dont try daal bhat on this place,Positive
very nice place for food for tourists very interesting atmosphere great menu and service a bit overpriced for a menu per person which is a looot for nepal also they are very ecofriendly no single use plastic,Positive
great experience very authentic and classic,Positive
no words,Positive
amazing place to experience the traditional nepali food and dance performances,Positive
nice place and atmosphere,Positive
been with my sister in law and brother and rest of my family recently on the occasions of dashain the owner himself was very humble to us a man down to earth its not i have been there very st time but the environment and freshness always tends to be st time the cultural dance ethical value of our country oh wow wht more i could say what a staffs love it recommended,Positive
outstanding nepali venue with traditional nepali food served through different courses friendly staff and musical features throughout the night loved it,Positive
nice place but overpriced for set menu dinner and few minutes of cultural dance,Negative
typical nepali cultural hotel in the heart of kathmandu its an old house built years ago,Positive
a tourist place for nepali food with cultural dance,Negative
good to feel the traditional nepal,Positive
very nice place and very nice dining,Positive
really overrated dont go there if youre looking for italian pizza,Negative
barely any tomato sauce on the pizza unlucky for the price of the pizza i am really disapointed i wouldnt recommend this place for true pizza lovers,Positive
i always aim to visit the roadhouse cafe and stay at the roadhouse hotelwhen im in kathmandu excellent service wholesome and nteresting menu,Negative
saroj and astha were really good with their service,Positive
best service saroj and astha gave a free tart i loveeee it here,Positive
lassihao hefu wu yuan nai xin you li maobu guo dian li you yi dian remei you kai kong diao,Positive
hen bao qian shi shou da po bei zi fei chang xi huan jing li de fu wuyou shan tie xin shi zai jia de man du fei chang you hao de hui yi,Positive
today i went to roadhouse cafe with my friends and group they served so nice food and drinks tooall staff are so nice special thank to kaushala karki and rabin who served everything in a good smile we will be soon here thankyou roadhouse cafe and big thank you kaushala,Positive
one of the best pizzas beautiful experience i surely go for the next time again,Positive
good pizza,Positive
good italian food in center of thamel,Positive
nice place for pizza and pastas,Positive
having visited roadhouse cafe on several occasions i can confidently say it remains one of the most consistent and reliable dining spots in thamel while the menu offers a variety of options the standout dish for me has always been the fish and chips freshly prepared perfectly crispy and full of flavor its a simple dish done exceptionally well in addition to that their pizza is a crowd favorite and continues to be one of their bestsellers with a thin woodfired crust and generous toppings its ideal for sharing or enjoying solo the ambiance is cozy with a relaxed vibe making it a great place to unwind whether youre a local or a traveler if you find yourself in or around thamel roadhouse cafe is highly recommended for a satisfying meal and pleasant dining experience,Positive
i am a big fan of roadhouse cafe food wherever i go either in ktm or pkr thank you for such an wonderful menu,Positive
really nice place with a very nice staff,Positive
best pasta in nepal for sure btw just try the special one its good,Positive
great as always a classic in thamel with amazing pizzas saroj the waiter was very helpful the whole time great personnel and i recommend the sizeling fudge,Positive
nice food nice place and thank you saroj,Positive
tucked in the heart of thamel this boutique cafe served up the best pizza and yummiest dessert for a cozy romantic dinner date in kathmandu,Positive
had the salmon waffle benedict and ive got to say its definitely interesting waffle was a little heavy but its definitely something you can push aside and eat after for dessert ill have to come back for the pizza nice place and great service,Positive
best pizza in nepal served by the best server dharma raj friendly staff always love eating here,Positive
xian zuo pi sa dian liao shuang pin kou wei zhen de hen hao chi chao ji tui jian er qie fu wu ren yuan hen qin qie hen nai xin nian ceng jing dao fang yin xiang shen ke jin tian you zai fang huan shi yi yang mei wei,Positive
shi jie zui hao chi de pizzagen bu lang ni fu wu tai du yi liu,Positive
view,Positive
the service was excellent and professional and the food was delicious,Positive
love the pizza,Positive
so theyre not lying about the pizza it is actually really good and the staff are lovely too enjoy,Positive
nice food quality,Positive
great quinoa salad and astha is amazing,Positive
great food and such lovely service our waitress astha was super kind helpful and made the whole experience even better well definitely be back,Positive
food is very bad didnt like any dish,Negative
train your staffs basic hospitality skills before hiring xxxx,Positive
great food and good service,Positive
best pizza in nepal,Positive
great pizza,Positive
pizza was good the first time like really good but second time was not good at all tiraimisu was not worth it at all it was too watery,Positive
nice place in thamal,Positive
chandra was very professional and friendly,Positive
really lovely spot to come for breakfast the atmosphere is sweet with a little garden away from the street chandra gave great service its a good place to come for a chill morning,Positive
chandra gave excellent service,Positive
it was a damn good exprience ovey here mrs chandra provieded us a damn good service,Positive
best pizza house in the kathmandu and great experience with my friend great hospitality by cafe members specially chandra excellent staff in this cafe,Positive
good ambience good service and peaceful vibe to hangout with friends and family and very warm gratitude to our server mr chandra sir for assisting us well will surely come next time as well,Positive
ambience is really good the staffs are very friendlyclean and hygienic placea good place for food and hangoutsthe server mrchandra was really good at his work such a good service,Positive
great pizza great coffee,Positive
the food was so delicious and the service was really great too thank you for service chandra,Positive
wow good chandra,Positive
this has always been a place i look forward to going too in order to treat myself after a long trek food is great atmosphere amazing and staff even better special thanks to chandra,Positive
best pizza,Positive
four times ive been to nepal and four times to roadhouse cafe it never fails to impress its always on my list of places to eat when im here the mozzarella balls and pizza were great and the mojito was onpoint my server kausala was very observant,Positive
the ambiance of the place is wonderful and espically there pizzas are also good chandra,Positive
the pizza and the pasta in this resturant is very good and looks tempting chandra,Positive
i had cappuccino and pasta it was great very good behaviour of the staff specifically chandra who was one of the staff loved it,Negative
the service and the ambience was good the waiter were well behaved and would like to come over again,Positive
best fire pizza,Positive
the service was excellent and the food was amazing as well would highly recommend it,Positive
amazing food great service would highly recommend if you are looking for great pizza around thamel area,Positive
pytsh mvlh yqr,Positive
ambiente super acolhedor e com aquele charme que so se encontra nos bons cafes de viagem pedi uma pizza e honestamente superou as expectativas massa fina bem estaladica e ingredientes frescos a serio o staff foi simpatico e atento e o espaco e perfeito para uma pausa tranquila no meio da confusao de katmandu recomendo a principalmente para quem anda a procura de um bocadinho de italia no nepal,Positive
had to wait more than mins the order to be taken the waiter is not very polite,Positive
